group,key,en-US,de-DE,es-ES,es-MX,fr-FR,it-IT,ko-KR,pt-BR,ru-RU,uk-UA
specializations,priest.holy,Holy,,,,,,,,,Святість
specializations,priest.shadow,Shadow,,,,,,,,,Тінь
specializations,rogue.assassination,Assassination,,,,,,,,,Убивця
specializations,rogue.outlaw,Outlaw,,,,,,,,,Самоправець
specializations,rogue.subtlety,Subtlety,,,,,,,,,Непомітність
specializations,shaman.elemental,Elemental,,,,,,,,,Стихії
specializations,shaman.enhancement,Enhancement,,,,,,,,,Удосконалення
specializations,shaman.restoration,Restoration,,,,,,,,,Відновлення
specializations,warlock.affliction,Affliction,,,,,,,,,Проклинання
specializations,warlock.demonology,Demonology,,,,,,,,,Демонологія
specializations,warlock.destruction,Destruction,,,,,,,,,Руйнування
specializations,warrior.arms,Arms,,,,,,,,,Зброя
specializations,warrior.fury,Fury,,,,,,,,,Лють
specializations,warrior.protection,Protection,,,,,,,,,Захист
spellcategory,general,General,,,,,,,,,Загальне
spellcategory,death_knight,Death Knight,,,,,,,,,Лицар смерті
spellcategory,demon_hunter,Demon Hunter,,,,,,,,,Мисливець на демонів
spellcategory,druid,Druid,,,,,,,,,Друїд
spellcategory,evoker,Evoker,,,,,,,,,Пробудник
spellcategory,hunter,Hunter,,,,,,,,,Мисливець
spellcategory,mage,Mage,,,,,,,,,Маг
spellcategory,monk,Monk,,,,,,,,,Монах
spellcategory,paladin,Paladin,,,,,,,,,Паладин
spellcategory,priest,Priest,,,,,,,,,Жрець
spellcategory,rogue,Rogue,,,,,,,,,Пройдисвіт
spellcategory,shaman,Shaman,,,,,,,,,Шаман
spellcategory,warlock,Warlock,,,,,,,,,Чорнокнижник
spellcategory,warrior,Warrior,,,,,,,,,Воїн
spellcategory,unknown,Unknown,,,,,,,,,Невідомо
spellcooldowngroup,all,All,,,,,,,,,Усі
spellcooldowngroup,cd_external,CD External,,,,,,,,,Зовнішнє посилення
spellcooldowngroup,cd_group,CD Group,,,,,,,,,Групове посилення
spellcooldowngroup,cd_personal,CD Personal,,,,,,,,,Особисте посилення
spellcooldowngroup,dr_external,DR External,,,,,,,,,Зовнішній захист
spellcooldowngroup,dr_group,DR Group,,,,,,,,,Груповий захист
spellcooldowngroup,dr_personal,DR Personal,,,,,,,,,Особистий захист
spellcooldowngroup,group_dr,Group DR,,,,,,,,,Груповий захист
spellcooldowngroup,group_heal_dps,Group Heal Dps,,,,,,,,,Групове зцілення й шкода
spellcooldowngroup,immunity,Immunity,,,,,,,,,Невразливість
spellcooldowngroup,movement,Movement,,,,,,,,,Рухливість
spellcooldowngroup,personal,Personal,,,,,,,,,Особисте
spellcooldowngroup,personal_cd,Personal CD,,,,,,,,,Особисте посилення
spellcooldowngroup,utility,Utility,,,,,,,,,Допоміжне
spellcooldowngroup,unknown,Unknown,,,,,,,,,Невідомо
spellmechanic,asleep,Asleep,,,,,,,,,Сон
spellmechanic,banished,Banished,,,,,,,,,Вигнання
spellmechanic,bleeding,Bleeding,,,,,,,,,Кровотеча
spellmechanic,charmed,Charmed,,,,,,,,,Причарування
spellmechanic,gripped,Gripped,,,,,,,,,Притягування
spellmechanic,dazed,Dazed,,,,,,,,,Контуження
spellmechanic,disarmed,Disarmed,,,,,,,,,Роззброєння
spellmechanic,discovery,Discovery,,,,,,,,,Виявлення
spellmechanic,disoriented,Disoriented,,,,,,,,,Дезорієнтація
spellmechanic,distracted,Distracted,,,,,,,,,Відволікання
spellmechanic,enraged,Enraged,,,,,,,,,Несамовитість
spellmechanic,snared,Snared,,,,,,,,,Знерухомлення
spellmechanic,fleeing,Fleeing,,,,,,,,,Утеча
spellmechanic,frozen,Frozen,,,,,,,,,Замороження
spellmechanic,healing,Healing,,,,,,,,,Зцілення
spellmechanic,horrified,Horrified,,,,,,,,,Страх
spellmechanic,incapacitated,Incapacitated,,,,,,,,,Параліч
spellmechanic,interrupted,Interrupted,,,,,,,,,Переривання
spellmechanic,invulnerable,Invulnerable,,,,,,,,,Невразливість
spellmechanic,mounted,Mounted,,,,,,,,,На їздовому створінні
spellmechanic,slowed,Slowed,,,,,,,,,Сповільнення
spellmechanic,polymorphed,Polymorphed,,,,,,,,,Перевтілення
spellmechanic,rooted,Rooted,,,,,,,,,Знерухомлення
spellmechanic,sapped,Sapped,,,,,,,,,Оглушення (пройдисвіт)
spellmechanic,infected,Infected,,,,,,,,,Зараження
spellmechanic,shackled,Shackled,,,,,,,,,Сковування
spellmechanic,shielded,Shielded,,,,,,,,,Під щитом
spellmechanic,silenced,Silenced,,,,,,,,,Знемовлення
spellmechanic,stunned,Stunned,,,,,,,,,Приголомшення
spellmechanic,turned,Turned,,,,,,,,,Обернення
spellmechanic,wounded,Wounded,,,,,,,,,Поранення
teamroles,member,Member,,,,,,,,,Учасник
teamroles,collaborator,Collaborator,,,,,,,,,Співавтор
teamroles,moderator,Moderator,,,,,,,,,Модератор
teamroles,admin,Admin,,,,,,,,,Адміністратор
view_app,commit.added.added,Added,,,,,,,,,Додано
view_app,commit.modified.modified,Modified,,,,,,,,,Змінено
view_app,commit.removed.removed,Removed,,,,,,,,,Видалено
view_app,release.discord_footer.home,Home,,,,,,,,,Домівка
view_app,release.discord_footer.changelog,Changelog,,,,,,,,,Список змін
view_app,release.discord_footer.affixes,Affixes,,,,,,,,,Модифікатори
view_app,release.discord_footer.patreon,Patreon,,,,,,,,,Patreon
view_app,release.discord_footer.get_started,Get started,,,,,,,,,Розпочніть з
view_auth,passwords.email.title,Reset password,,,,,,,,,Скидання пароля
view_auth,passwords.email.header,Reset password,,,,,,,,,Скидання пароля
view_auth,passwords.email.email_address,E-mail address,,,,,,,,,Електронна адреса
view_auth,passwords.email.send_password_reset_link,Send password reset link,,,,,,,,,Відправити посилання для скидання
view_auth,passwords.reset.title,Reset password,,,,,,,,,Скидання пароля
view_auth,passwords.reset.header,Reset password,,,,,,,,,Скидання пароля
view_auth,passwords.reset.email_address,E-mail address,,,,,,,,,Електронна адреса
view_auth,passwords.reset.password,Password,,,,,,,,,Пароль
view_auth,passwords.reset.confirm_password,Confirm password,,,,,,,,,Підтвердьте пароль
view_auth,passwords.reset.reset_password,Reset password,,,,,,,,,Скинути пароль
view_auth,login.title,Login,,,,,,,,,Вхід
view_auth,register.title,Register,,,,,,,,,Реєстрація
view_auth,register.header,Register,,,,,,,,,Реєстрація
view_common,dungeon.griddiscover.popular,Popular,,,,,,,,,Поширене
view_common,dungeon.griddiscover.this_week,This week,,,,,,,,,Цей тиждень
view_common,dungeon.griddiscover.next_week,Next week,,,,,,,,,Наст. тиждень
view_common,dungeon.griddiscover.new,New,,,,,,,,,Нове
view_common,dungeon.gridtabs.raid,Raid,,,,,,,,,Рейд
view_common,dungeon.select.dungeon,Dungeon,,,,,,,,,Підземелля
view_common,dungeon.select.all,All,,,,,,,,,Усе
view_common,dungeon.select.all_dungeons,All dungeons,,,,,,,,,Усі підземелля
view_common,dungeon.select.all_expansion_dungeons,All :expansion dungeons,,,,,,,,,Усі підземелля :expansion
view_common,dungeon.select.seasons,Seasons,,,,,,,,,Сезони
view_common,dungeon.select.raid,Raid,,,,,,,,,Рейд
view_common,dungeon.select.siege_of_boralus_warning,"Due to differences between the Horde and the Alliance version of Siege of Boralus, you are required to select a faction in the group composition.",,,,,,,,,"Вам необхідно вибрати фракцію для групи, оскільки підземелля має різні версії для Орди й Альянсу."
view_common,dungeonroute.search.loadmore.loading,Loading...,,,,,,,,,Завантаження...
view_common,dungeonroute.attributes.attributes,Attributes,,,,,,,,,Властивості
view_common,dungeonroute.attributes.no_attributes_title,Select the attributes that your group is comfortable with handling.,,,,,,,,,"Виберіть властивості, з якими вашій групі зручно працювати."
view_common,dungeonroute.attributes.select_attributes_title,Attributes describe what features your route has that others may not be able to complete due to composition differences or skill. Marking attributes properly enables others to find routes that fit them more easily.,,,,,,,,,"Властивості описують особливості вашого маршруту, які, імовірно, не підійдуть іншим через відмінності у складі групи або рівні майстерності. Правильне позначення властивостей допомагає решті гравців швидше знаходити потрібні маршрути."
view_common,dungeonroute.attributes.select_attributes,Select attributes,,,,,,,,,Вибрати
view_common,dungeonroute.attributes.attributes_selected,{0} attributes,,,,,,,,,{0} вибрано
view_common,dungeonroute.card.thumbnail_alt,Thumbnail,,,,,,,,,Мініатюра
view_common,dungeonroute.card.thumbnail_dungeon_alt,Thumbnail,,,,,,,,,Мініатюра
view_common,dungeonroute.card.no_description,No description,,,,,,,,,Без опису
view_common,dungeonroute.card.outdated_mapping_version,This route uses an old mapping version for this dungeon. The route may not accurately reflect in-game enemies.,,,,,,,,,Маршрут використовує стару версію мапи для підземелля. Дані про ворогів можуть бути неточними.
view_common,dungeonroute.card.by_author,By,,,,,,,,,Автор(-ка):
view_common,dungeonroute.card.updated_at,Updated %s,,,,,,,,,Оновлено %s
view_common,dungeonroute.card.report,Report,,,,,,,,,Повідомити
view_common,dungeonroute.card.refresh_thumbnail,Refresh thumbnail,,,,,,,,,Оновити мініатюру
view_common,dungeonroute.card.dominant_affix,Dominant affix,,,,,,,,,Основний модифікатор
view_common,dungeonroute.card.seasonal_affix,Seasonal affix,,,,,,,,,Сезонний модифікатор
view_common,dungeonroute.cardlist.no_dungeonroutes,No routes found,,,,,,,,,Немає маршрутів
view_common,dungeonroute.rating.nr_of_votes,%s vote(s),,,,,,,,,%s голос(-ів)
view_common,dungeonroute.table.team,Team,,,,,,,,,Команда
view_common,dungeonroute.table.affixes,Affixes,,,,,,,,,Модифікатори
view_common,dungeonroute.table.select_affixes,Select affixes,,,,,,,,,Вибрати
view_common,dungeonroute.table.affixes_selected,{0} affixes selected,,,,,,,,,{0} вибрано
view_common,dungeonroute.table.requirements,Requirements,,,,,,,,,Умови
view_common,dungeonroute.table.enemy_enemy_forces,Enough enemy forces,,,,,,,,,Достатньо ворожих військ
view_common,dungeonroute.table.favorite,Favorite,,,,,,,,,Улюблене
view_common,dungeonroute.table.select_requirements,Select requirements,,,,,,,,,Вибрати
view_common,dungeonroute.table.requirements_selected,{0} requirements,,,,,,,,,{0} вибрано
view_common,dungeonroute.table.tags,Tags,,,,,,,,,Мітки
view_common,dungeonroute.table.tags_title,No tags available,,,,,,,,,Немає міток
view_common,dungeonroute.table.select_tags,Select tags,,,,,,,,,Вибрати
view_common,dungeonroute.table.tags_selected,{0} tags selected,,,,,,,,,{0} вибрано
view_common,dungeonroute.table.filter,Filter,,,,,,,,,Фільтрувати
view_common,dungeonroute.tier.data_by_archon_gg,%s - data by https://www.archon.gg/wow,,,,,,,,,%s — дані від https://www.archon.gg/wow
view_common,forms.createroute.title,Title,,,,,,,,,Назва
view_common,forms.createroute.title_title,Choose a title that will uniquely identify the route for you over other similar routes you may create. The title will be visible to others once you choose to publish your route.,,,,,,,,,"Виберіть назву, яка буде вирізняти ваш маршрут серед інших. Вона стане видимою для решти гравців, коли наважитеся на опублікування."
view_common,forms.createroute.dungeon_speedrun_required_npc_difficulty,Raid size,,,,,,,,,Розмір рейду
view_common,forms.createroute.dungeon_speedrun_required_npc_difficulty_title,10-man and 25-man raids can have different enemies to kill for completing a speedrun. Select your raid size to toggle between the enemy sets.,,,,,,,,,"У рейдах на 10 і 25 осіб можуть бути різні вороги, яких потрібно вбити для завершення швидкісного забігу. Виберіть розмір рейду, щоб перемикатися між наборами ворогів."
view_common,forms.createroute.description,Description,,,,,,,,,Опис
view_common,forms.createroute.description_title,An optional description of your route. The description will be visible to others once you choose to publish your route. You can always edit your description later.,,,,,,,,,"Необов'язковий опис маршруту. Він стане видимим для решти гравців, коли наважитеся на опублікування. Ви завжди можете змінити опис пізніше."
view_common,forms.createroute.key_levels,Key levels,,,,,,,,,Рівні ключа
view_common,forms.createroute.key_levels_title,Indicate for which key levels your route is suited. This can help others find your route more easily.,,,,,,,,,"Укажіть, для яких рівнів ключів підходить ваш маршрут. Це допоможе іншим легше знайти його."
view_common,forms.createroute.migrate_to_seasonal_type,Migrate route to :seasonalType,,,,,,,,,Перенести маршрут до :seasonalType
view_common,forms.createroute.advanced_options,Advanced options,,,,,,,,,Розширені налаштування
view_common,forms.createroute.affixes,Affixes,,,,,,,,,Модифікатори
view_common,forms.createroute.group_composition,Group composition,,,,,,,,,Склад групи
view_common,forms.createroute.admin,Admin,,,,,,,,,Адмін
view_common,forms.createroute.demo_route,Demo route,,,,,,,,,Демомаршрут
view_common,forms.createroute.create_route,Create route,,,,,,,,,Створити маршрут
view_common,forms.createroute.save_settings,Save settings,,,,,,,,,Зберегти
view_common,forms.createroutetemporary.key_levels,Key levels,,,,,,,,,Рівні ключа
view_common,forms.createroutetemporary.key_levels_title,Indicate for which key levels your route is suited. Setting this will allow the correct calculation enemy health values.,,,,,,,,,"Укажіть, для яких рівнів ключів підходить ваш маршрут. Це дозволить правильно розрахувати значення здоров'я ворогів."
view_common,forms.createroutetemporary.unregistered_user_message,"As an unregistered user, all created routes will be temporary routes which expire after %d hours.",,,,,,,,,Маршрути незареєстрованих користувачів є тимчасовими й видаляються через %d год.
view_common,forms.createroutetemporary.registered_user_message,A temporary route will not show up in your profile and will be deleted automatically after %d hours unless it is claimed before that time.,,,,,,,,,"Тимчасовий маршрут не показуватиметься у вашому профілі й автоматично видалиться через %d год, якщо його не затвердити до того часу."
view_common,forms.createroutetemporary.create_route,Create route,,,,,,,,,Створити
view_common,forms.login.login,Login,,,,,,,,,Вхід
view_common,forms.login.email_address,E-mail address,,,,,,,,,Електронна адреса
view_common,forms.login.password,Password,,,,,,,,,Пароль
view_common,forms.login.remember_me,Remember me,,,,,,,,,Запам'ятати мене
view_common,forms.login.forgot_your_password,Forgot your password?,,,,,,,,,Забули пароль?
view_common,forms.login.login_through_oauth2,Login through OAuth2,,,,,,,,,Увійти через OAuth2
view_common,forms.mapsettings.general,General,,,,,,,,,Загальне
view_common,forms.mapsettings.map_facade_style,Use combined floors,,,,,,,,,Вигляд поверхів
view_common,forms.mapsettings.map_facade_style_title,"With the introduction of Dragonflight Season 3, various dungeons have had their floors combined into a single map. Using this new map is optional and you can toggle between the combined map or the traditional split-floor style here.",,,,,,,,,З виходом 3-го сезону Dragonflight поверхи в кількох підземеллях були об’єднані в одну загальну мапу. Використовувати її необов’язково — ви можете перемикатися між об’єднаною та традиційною версією з окремими поверхами.
view_common,forms.mapsettings.map_facade_style_facade_option,Use combined floors,,,,,,,,,О'бєднані
view_common,forms.mapsettings.map_facade_style_split_floors_option,Use split floors,,,,,,,,,Розділені
view_common,forms.mapsettings.map_facade_style_change_requires_page_refresh,Note: Changing this setting requires a page reload before changes take effect,,,,,,,,,Примітка: для застосування змін потрібно перезавантажити сторінку
view_common,forms.mapsettings.zoom_speed,Zoom speed,,,,,,,,,Швидкість масштабування
view_common,forms.mapsettings.zoom_speed_title,This controls the speed at which the map zooms in and out when you use the mouse wheel.,,,,,,,,,Визначає швидкість масштабування мапи під час використання коліщатка миші.
view_common,forms.mapsettings.heatmap,Heatmap,,,,,,,,,Тепломапа
view_common,forms.mapsettings.show_heatmap_tooltips,Show mouse over tooltips,,,,,,,,,Показувати підказки при наведенні вказівника
view_common,forms.mapsettings.show_heatmap_tooltips_title,Enabling this setting will show tooltips when you mouse over the heatmap. This can be useful to see the exact values of the heatmap at a specific location.,,,,,,,,,Показує підказки під час наведення вказівника на тепломапу. Дає змогу переглянути точні значення тепломапи в конкретному місці.
view_common,forms.mapsettings.enemies,Enemies,,,,,,,,,Вороги
view_common,forms.mapsettings.enemy_number_style,Enemy number style,,,,,,,,,Стиль чисел ворогів
view_common,forms.mapsettings.enemy_number_style_title,This controls what the numbers mean when you mouse over enemies or when you select the 'Enemy forces' display type.,,,,,,,,,"Змінює значення чисел, які з'являються під час наведення вказівником на ворогів або при виборі типу показу «ворожі війська»."
view_common,forms.mapsettings.percentage,Percentage,,,,,,,,,Відсоток
view_common,forms.mapsettings.enemy_forces,Enemy forces,,,,,,,,,Очки ворожих військ
view_common,forms.mapsettings.unkilled_enemy_opacity,Unkilled enemy opacity,,,,,,,,,Прозорість невбитого ворога
view_common,forms.mapsettings.unkilled_enemy_opacity_title,This option allows you to fade out enemies that are not part of any of your pulls. This can reduce the clutter of enemies you want to ignore.,,,,,,,,,"Дозволяє затемнювати ворогів, які не входять до ваших сутичок. Допомагає зосередитися на потрібних цілях."
view_common,forms.mapsettings.unkilled_important_enemy_opacity,Unkilled important enemy opacity,,,,,,,,,Прозорість невбитого важливого ворога
view_common,forms.mapsettings.unkilled_important_enemy_opacity_title,"Important enemies are bosses, those that are permanently affected by an affix (Inspiring, Prideful etc.) or are marked as required. These can be rendered at a different opacity than other enemies to highlight their importance should you reduce the opacity of all other enemies.",,,,,,,,,"До важливих ворогів належать: боси, вороги, які постійно під дією модифікатора (Inspiring, Prideful тощо), або ті, яких позначили як обов'язкових. Їхню видимість можна змінювати окремо, щоб виділити серед інших ворогів (якщо ви зменшите прозорість решти противників)."
view_common,forms.mapsettings.show_aggressiveness_border,Show aggressiveness border,,,,,,,,,Показувати рамку агресивності
view_common,forms.mapsettings.show_aggressiveness_border_title,"Enabling this setting will render all enemies with a border to indicate their aggressiveness. Red for aggressive enemies, yellow for neutral enemies, green for friendly enemies etc.",,,,,,,,,"Додає до ворогів рамку для позначення їхнього ставлення: червона — агресивні, жовта — нейтральні, зелена — дружні тощо."
view_common,forms.mapsettings.highlight_dangerous_enemies,Highlight dangerous enemies,,,,,,,,,Підсвічувати небезпечних ворогів
view_common,forms.mapsettings.highlight_dangerous_enemies_title,"Dangerous enemies are marked with a dotted orange inner border. These enemies are hand-picked by Keystone.guru. These enemies are mini-bosses, those with high health compared to others, use dangerous abilities or otherwise require special care.",,,,,,,,,"Позначає небезпечних ворогів пунктирною помаранчевою рамкою. Keystone.guru власноруч вибирає цих противників. До них належать мінібоси, вороги з великим здоров’ям, небезпечними здібностями або ті, що потребують особливої уваги."
view_common,forms.mapsettings.drawing,Drawing,,,,,,,,,Малювання
view_common,forms.mapsettings.default_line_weight,Default line weight,,,,,,,,,Стандартна товщина лінії
view_common,forms.mapsettings.default_line_weight_title,"This controls the default weight (width) of any lines you create on the map, such as paths and free drawn lines.",,,,,,,,,"Визначає стандартну товщину ліній, які ви створюєте на мапі, як-от шляхи або вільні лінії."
view_common,forms.mapsettings.default_line_color,Default line color,,,,,,,,,Стандартний колір лінії
view_common,forms.mapsettings.default_line_color_title,"This controls the default color of any lines you create on the map, such as paths and free drawn lines.",,,,,,,,,"Визначає стандартний колір ліній, які ви створюєте на мапі, як-от шляхи або вільні лінії."
view_common,forms.mdtimport.paste_mdt_export_string,Paste your Mythic Dungeon Tools export string,,,,,,,,,Вставте експортований рядок з Mythic Dungeon Tools
view_common,forms.mdtimport.reset_title,Reset,,,,,,,,,Скинути
view_common,forms.mdtimport.unregistered_user_all_routes_temporary,"As an unregistered user, all imported routes will be temporary routes which expire after %s hours.",,,,,,,,,Імпортовані маршрути незареєстрованих користувачів є тимчасовими й видаляються через %s год.
view_common,forms.mdtimport.temporary_route,Temporary route,,,,,,,,,Тимчасовий маршрут
view_common,forms.mdtimport.temporary_route_title,A temporary route will not show up in your profile and will be deleted automatically after %d hours unless it is claimed before that time.,,,,,,,,,"Тимчасовий маршрут не показуватиметься у вашому профілі й буде автоматично видалений через %d години, якщо його не затвердити до того часу."
view_common,forms.mdtimport.parsing_your_string,Parsing your string...,,,,,,,,,Аналізування рядка...
view_common,forms.mdtimport.assign_notes_to_pulls,Assign notes to pulls when close enough,,,,,,,,,"Прикріпляти нотатки до сутичок, коли поблизу"
view_common,forms.mdtimport.import_as_this_week,Import with this week's affixes instead,,,,,,,,,Імпортувати з модифікаторами поточного тижня
view_common,forms.mdtimport.import_route,Import route,,,,,,,,,Імпортувати
view_common,forms.oauth.battletag_warning,"If you publish routes, your battletag/discord username will be visible until you change your username in your profile.",,,,,,,,,"Якщо ви опублікуєте маршрути, ваш Battletag або нік у Discord буде видимий, поки не зміните його у профілі."
view_common,forms.pullsettings.pull_number_style,Pull number style,,,,,,,,,Стиль чисел сутичок
view_common,forms.pullsettings.pull_number_style_title,This controls how the pulls sidebar displays numbers.,,,,,,,,,"Визначає, як бічна панель сутичок показує числа."
view_common,forms.pullsettings.pull_number_style_percentage,Percentage,,,,,,,,,Відсоток
view_common,forms.pullsettings.pull_number_style_enemy_forces,Enemy forces,,,,,,,,,Очки ворожих військ
view_common,forms.pullsettings.show_floor_breakdown,Show floor breakdown,,,,,,,,,Групувати за поверхами
view_common,forms.pullsettings.show_floor_breakdown_title,This displays the visibility of the floor breakdown in the sidebar as your pulls transition across the dungeon.,,,,,,,,,"Змінює вигляд списку сутичок на бічній панелі, групуючи їх за поверхами підземелля."
view_common,forms.pullsettings.pull_color_gradient,Pull color gradient,,,,,,,,,Градієнт сутичок
view_common,forms.pullsettings.pull_color_gradient_title,"Setting a pull gradient will allow Keystone.guru to automatically color your pulls along a gradient. Using this feature you can more easily see which pull belongs to which part of the route, useful for non-linear routes alike. This setting is unique per route.",,,,,,,,,"Дозволяє Keystone.guru автоматично фарбувати ваші сутички за градієнтом. Допомагає зрозуміти, яка сутичка належить до тої чи іншої частин шляху (корисно для нелінійних маршрутів). Параметр унікальний для кожного маршруту."
view_common,forms.pullsettings.apply_now,Apply now,,,,,,,,,Застосувати зараз
view_common,forms.pullsettings.apply_now_title,Apply to current pulls,,,,,,,,,Застосувати до поточних сутичок
view_common,forms.pullsettings.always_apply_on_pull_change,Always apply when I change pulls,,,,,,,,,"Завжди застосовувати, коли змінюю сутички"
view_common,forms.pullsettings.always_apply_on_pull_change_title,Enabling this setting will update your pull's colors as you edit your pulls based on the pull gradient configured above. This setting is unique per route.,,,,,,,,,Автоматично оновлює кольори сутичок під час редагування відповідно до налаштованого градієнта. Параметр унікальний для кожного маршруту.
view_common,forms.register.register,Register,,,,,,,,,Зареєструватися
view_common,forms.register.username,Username,,,,,,,,,Ім'я користувача
view_common,forms.register.username_title,Your username may be visible if you choose to publish any routes you make.,,,,,,,,,"Ваше ім’я користувача може бути видимим, якщо наважитеся опублікувати будь-які створені маршрути."
view_common,forms.register.email_address,E-mail address,,,,,,,,,Електронна адреса
view_common,forms.register.email_address_title,Your e-mail address will be required upon login. Your e-mail address will not be validated - but it will be used if you ever forget your password to e-mail you a password reset link.,,,,,,,,,"Для входу буде потрібна електронна адреса. Вона не перевірятиметься, але використовуватиметься для відновлення пароля — на неї буде відправлено посилання для скидання."
view_common,forms.register.select_region,Select region,,,,,,,,,Вибрати
view_common,forms.register.region,Region,,,,,,,,,Регіон
view_common,forms.register.password,Password,,,,,,,,,Пароль
view_common,forms.register.confirm_password,Confirm password,,,,,,,,,Підтвердьте пароль
view_common,forms.register.legal_agree,"I have read and agree with the %s, %s and the %s.",,,,,,,,,"Я ознайомився(-лась) і погоджуюсь з %s, %s й %s."
view_common,forms.register.register_through_oauth2,Register through OAuth2,,,,,,,,,Зареєструватися через OAuth2
view_common,forms.register.legal_agree_oauth2,"By registering through OAuth2, you declare that you have read and agree with the %s, %s and the %s.",,,,,,,,,"Реєструючись через OAuth2, ви підтверджуєте, що ознайомилися й погоджуєтеся з %s, %s та %s."
view_common,forms.register.terms_of_service,terms of service,,,,,,,,,умовами надання послуг
view_common,forms.register.privacy_policy,privacy policy,,,,,,,,,політикою конфіденційності
view_common,forms.register.cookie_policy,cookie policy,,,,,,,,,політикою cookie-файлів
view_common,forms.timezoneselect.africa,Africa,,,,,,,,,Африка
view_common,forms.timezoneselect.america,America,,,,,,,,,Америка
view_common,forms.timezoneselect.antarctica,Antarctica,,,,,,,,,Антарктида
view_common,forms.timezoneselect.asia,Asia,,,,,,,,,Азія
view_common,forms.timezoneselect.atlantic,Atlantic,,,,,,,,,Атлантичний
view_common,forms.timezoneselect.europe,Europe,,,,,,,,,Європа
view_common,forms.timezoneselect.indian,Indian,,,,,,,,,Індійський
view_common,forms.timezoneselect.pacific,Pacific,,,,,,,,,Північноамериканський тихоокеанський
view_common,forms.timezoneselect.timezone,Timezone,,,,,,,,,Часовий пояс
view_common,general.linkpreview.title,:title | Keystone.guru,,,,,,,,,:title | Keystone.guru
view_common,general.linkpreview.description,:description Plan routes online cooperatively with your team or discover routes that suit your play style and skill level. Keystone.guru is the one place to manage and share your M+ routes.,,,,,,,,,":description Плануйте маршрути разом з командою онлайн або знаходьте ті, що відповідають вашому стилю гри й рівню майстерності. Keystone.guru — це єдина платформа, де можна керувати та ділитися своїми маршрутами для М+."
view_common,general.linkpreview.twitter_title,:title | Keystone.guru,,,,,,,,,:title | Keystone.guru
view_common,general.linkpreview.twitter_description,":description Keystone.guru is the one place to find, manage and share your M+ routes.",,,,,,,,,":description Keystone.guru — це єдине місце, де ви можете керувати своїми маршрутами для M+ та ділитися ними."
view_common,group.affixes.seasonal_index_preset,Preset :count,,,,,,,,,Набір :count
view_common,group.affixes.awakened_enemy_set,Awakened enemy set,,,,,,,,,Набір ворогів з Awakened
view_common,group.affixes.awakened_enemy_set_title,Awakened enemies (pillar bosses) for M+ levels 10 and higher come in two sets. Each set of affixes is marked either A or B. You may attach multiple affixes to your route whom can have both A and B sets. Choose here which set will be displayed on the map. You can always adjust your selection from the Route Settings menu later.,,,,,,,,,"Пробуджені вороги (боси з обелісків) для рівнів ключа 10 й вище поділяються на два набори — A та B. Ви можете додавати до свого маршруту кілька модифікаторів, які можуть належати до обидвох наборів. Виберіть, який набір показуватиметься на мапі. Ви завжди можете змінити параметр у налаштуваннях маршруту пізніше. "
view_common,group.affixes.tormented_preset,Tormented preset,,,,,,,,,Набір ворогів з Tormented
view_common,group.affixes.tormented_preset_title,Tormented enemies for M+ levels 10 and higher come in %s presets. You may attach multiple affixes to your route whom can contain any combination of presets. Choose here which preset will be displayed on the map. You can always adjust your selection from the Route Settings menu later.,,,,,,,,,"Вороги з ефектом Tormented для рівнів ключа 10 й вище поділяються на %s набори(-ів). Ви можете додавати до свого маршруту кілька модифікаторів з різних наборів. Виберіть, який набір показуватиметься на мапі. Ви завжди можете змінити параметр у налаштуваннях маршруту пізніше. "
view_common,group.composition.faction,Faction,,,,,,,,,Фракція
view_common,group.composition.undo,Undo,,,,,,,,,Скасувати
view_common,group.composition.party_member_nr,Party member #%d,,,,,,,,,Член групи #%d
view_common,layout.footer.developer,Developer,,,,,,,,,Розробникам
view_common,layout.footer.api_documentation,API documentation,,,,,,,,,Документація API
view_common,layout.footer.api_documentation_internal_team,API documentation (internal team),,,,,,,,,Документація API (внутрішня команда)
view_common,layout.footer.keystone_guru,Keystone.guru,,,,,,,,,Keystone.guru
view_common,layout.footer.changelog,Changelog,,,,,,,,,Список змін
view_common,layout.footer.changelog_new,NEW,,,,,,,,,НОВЕ
view_common,layout.footer.credits,Credits,,,,,,,,,Подяки
view_common,layout.footer.about,About,,,,,,,,,Про нас
view_common,layout.footer.legacy,Legacy,,,,,,,,,Архів
view_common,layout.footer.affixes,Affixes calendar,,,,,,,,,Календар модифікаторів
view_common,layout.footer.external,External,,,,,,,,,Посилання
view_common,layout.footer.patreon,Patreon,,,,,,,,,Patreon
view_common,layout.footer.discord,Discord,,,,,,,,,Discord
view_common,layout.footer.github,Github,,,,,,,,,Github
view_common,layout.footer.legal,Legal,,,,,,,,,Юридичне
view_common,layout.footer.terms_of_service,Terms of Service,,,,,,,,,Умови надання послуг
view_common,layout.footer.privacy_policy,Privacy Policy,,,,,,,,,Політика конфіденційності
view_common,layout.footer.cookie_policy,Cookie Policy,,,,,,,,,Політика cookie-файлів
view_common,layout.footer.trademark,Trademark,,,,,,,,,Торговельна марка
