9/7 09:50:26.066  ZONE_CHANGE,429,"Dire Maul",1
9/7 10:00:27.660  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11477-0003F97A06,"Rotting Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11477-0003F97A06,0000000000000000,0,2181,0,0,222,0,1,0,0,0,118.85,396.51,236,3.9640,31,931796,931796,929615,1,0,0,0,nil,nil,nil
9/7 10:00:27.660  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11476-0000797A05,"Skeletal Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11476-0000797A05,0000000000000000,0,2035,0,0,212,0,1,0,0,0,112.35,391.75,236,5.3181,30,948901,948901,946866,1,0,0,0,nil,nil,nil
9/7 10:00:27.660  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11476-0003797A06,"Skeletal Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11476-0003797A06,0000000000000000,0,2035,0,0,212,0,1,0,0,0,109.75,391.43,236,6.0246,30,918924,918923,916889,1,0,0,0,nil,nil,nil
9/7 10:00:27.660  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11477-0004797A06,"Rotting Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11477-0004797A06,0000000000000000,0,2181,0,0,222,0,1,0,0,0,104.03,377.36,236,0.9578,31,959938,959938,957757,1,0,0,0,nil,nil,nil
9/7 10:00:27.660  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11476-0000797A06,"Skeletal Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11476-0000797A06,0000000000000000,0,2035,0,0,212,0,1,0,0,0,106.19,395.38,236,5.6800,30,932510,932510,930475,1,0,0,0,nil,nil,nil
9/7 10:00:27.660  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11477-0003797A06,"Rotting Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11477-0003797A06,0000000000000000,0,2181,0,0,222,0,1,0,0,0,120.03,383.16,236,2.3150,31,932509,932508,930328,1,0,0,0,nil,nil,nil
9/7 10:00:27.660  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11477-0001797A05,"Rotting Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11477-0001797A05,0000000000000000,0,2181,0,0,222,0,1,0,0,0,125.71,384.23,236,2.6748,31,921157,921157,918976,1,0,0,0,nil,nil,nil
9/7 10:00:27.679  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0003F97A06,"Rotting Highborne",0xa48,0x0,0
9/7 10:00:27.679  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0003797A06,"Rotting Highborne",0xa48,0x0,0
9/7 10:00:27.679  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0004797A06,"Rotting Highborne",0xa48,0x0,0
9/7 10:00:27.679  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0000F97A05,"Rotting Highborne",0xa48,0x0,0
9/7 10:00:27.679  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0001797A05,"Rotting Highborne",0xa48,0x0,0
9/7 10:00:27.679  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0000797A05,"Rotting Highborne",0x10a48,0x0,0
9/7 10:00:27.679  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11476-0003797A06,"Skeletal Highborne",0xa48,0x0,0
9/7 10:00:27.679  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11476-0000797A06,"Skeletal Highborne",0xa48,0x0,0
9/7 10:00:27.679  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11476-0000797A05,"Skeletal Highborne",0xa48,0x0,0
9/7 10:00:27.679  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0000797A06,"Rotting Highborne",0xa48,0x0,0
9/7 10:00:30.970  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0004F9831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-0004F9831C,Creature-0-4249-429-9259-11477-0000797A05,0,20,0,0,212,0,1,0,0,0,106.62,386.96,236,1.2107,30,657765,657765,657745,1,0,0,0,nil,nil,nil
9/7 10:00:30.970  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0008F9831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-0008F9831C,Creature-0-4249-429-9259-11477-0003797A06,0,20,0,0,212,0,1,0,0,0,110.68,387.78,236,2.4853,30,671280,671280,671260,1,0,0,0,nil,nil,nil
9/7 10:00:30.970  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000479831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000479831C,Creature-0-4249-429-9259-11477-0000797A05,0,20,0,0,212,0,1,0,0,0,106.62,386.96,236,1.2107,30,679854,679854,679834,1,0,0,0,nil,nil,nil
9/7 10:00:30.970  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0009F9831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-0009F9831C,Creature-0-4249-429-9259-11477-0003797A06,0,20,0,0,212,0,1,0,0,0,110.68,387.78,236,2.4853,30,672106,672105,672086,1,0,0,0,nil,nil,nil
9/7 10:00:30.970  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0002F9831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-0002F9831C,Creature-0-4249-429-9259-11477-0001797A05,0,20,0,0,212,0,1,0,0,0,111.25,388.84,236,2.8160,30,669239,669238,669219,1,0,0,0,nil,nil,nil
9/7 10:00:30.970  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0007F9831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-0007F9831C,Creature-0-4249-429-9259-11477-0000797A06,0,20,0,0,212,0,1,0,0,0,105.80,386.93,236,1.0019,30,666903,666902,666883,1,0,0,0,nil,nil,nil
9/7 10:00:30.970  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0003F9831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-0003F9831C,Creature-0-4249-429-9259-11477-0001797A05,0,20,0,0,212,0,1,0,0,0,111.25,388.84,236,2.8160,30,666419,666419,666399,1,0,0,0,nil,nil,nil
9/7 10:00:30.970  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000B79831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000B79831C,Creature-0-4249-429-9259-11477-0003F97A06,0,20,0,0,212,0,1,0,0,0,110.63,392.32,236,3.8194,30,1367480,683740,1367460,1,0,0,0,1,nil,nil
9/7 10:00:30.970  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0001F9831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-0001F9831C,Creature-0-4249-429-9259-11477-0004797A06,0,20,0,0,212,0,1,0,0,0,105.27,387.33,236,0.8211,30,1368367,684183,1368347,1,0,0,0,1,nil,nil
9/7 10:00:30.970  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000BF9831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000BF9831C,Creature-0-4249-429-9259-11477-0003F97A06,0,20,0,0,212,0,1,0,0,0,110.63,392.32,236,3.8194,30,656924,656924,656904,1,0,0,0,nil,nil,nil
9/7 10:00:30.970  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000D79831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000D79831C,Creature-0-4249-429-9259-11477-0000F97A05,0,20,0,0,212,0,1,0,0,0,110.61,390.34,236,3.2464,30,668651,668650,668631,1,0,0,0,nil,nil,nil
9/7 10:00:30.970  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000DF9831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000DF9831C,Creature-0-4249-429-9259-11477-0000F97A05,0,20,0,0,212,0,1,0,0,0,110.61,390.34,236,3.2464,30,669380,669380,669360,1,0,0,0,nil,nil,nil
9/7 10:00:30.970  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000079831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000079831C,Creature-0-4249-429-9259-11477-0004797A06,0,20,0,0,212,0,1,0,0,0,105.27,387.33,236,0.8211,30,661952,661952,661932,1,0,0,0,nil,nil,nil
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0006F9831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-0006F9831C,Creature-0-4249-429-9259-11477-0000797A06,0,20,0,0,212,0,1,0,0,0,105.80,386.93,236,1.0019,30,686664,686664,686644,1,0,0,0,nil,nil,nil
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000779831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000779831C,Creature-0-4249-429-9259-11477-0000797A06,0,20,0,0,212,0,1,0,0,0,105.80,386.93,236,1.0019,30,682467,682467,682447,1,0,0,0,nil,nil,nil
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000679831C,"Cadaverous Worm",0x10a48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000679831C,Creature-0-4249-429-9259-11477-0000797A06,0,20,0,0,212,0,1,0,0,0,105.80,386.93,236,1.0019,30,688609,688609,688589,1,0,0,0,nil,nil,nil
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000879831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000879831C,Creature-0-4249-429-9259-11477-0003797A06,0,20,0,0,212,0,1,0,0,0,110.68,387.78,236,2.4853,30,655482,655481,655462,1,0,0,0,nil,nil,nil
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000A79831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000A79831C,Creature-0-4249-429-9259-11477-0003F97A06,0,20,0,0,212,0,1,0,0,0,110.63,392.32,236,3.8190,30,1324274,662137,1324254,1,0,0,0,1,nil,nil
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000AF9831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000AF9831C,Creature-0-4249-429-9259-11477-0003F97A06,0,20,0,0,212,0,1,0,0,0,110.63,392.32,236,3.8190,30,674444,674443,674424,1,0,0,0,nil,nil,nil
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000C79831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000C79831C,Creature-0-4249-429-9259-11477-0000F97A05,0,20,0,0,212,0,1,0,0,0,110.61,390.34,236,3.2464,30,672394,672393,672374,1,0,0,0,nil,nil,nil
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000CF9831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000CF9831C,Creature-0-4249-429-9259-11477-0000F97A05,0,20,0,0,212,0,1,0,0,0,110.61,390.34,236,3.2464,30,685901,685900,685881,1,0,0,0,nil,nil,nil
9/7 10:00:30.989  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000679831C,"Cadaverous Worm",0x10a48,0x0,0
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000979831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000979831C,Creature-0-4249-429-9259-11477-0003797A06,0,20,0,0,212,0,1,0,0,0,110.68,387.78,236,2.4853,30,683195,683194,683175,1,0,0,0,nil,nil,nil
9/7 10:00:30.989  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0005F9831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000379831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000379831C,Creature-0-4249-429-9259-11477-0001797A05,0,20,0,0,212,0,1,0,0,0,111.25,388.84,236,2.8160,30,671653,671652,671633,1,0,0,0,nil,nil,nil
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0005F9831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-0005F9831C,Creature-0-4249-429-9259-11477-0000797A05,0,20,0,0,212,0,1,0,0,0,106.62,386.96,236,1.2107,30,1374996,687498,1374976,1,0,0,0,1,nil,nil
9/7 10:00:30.989  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000079831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0000F9831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-0000F9831C,Creature-0-4249-429-9259-11477-0004797A06,0,20,0,0,212,0,1,0,0,0,105.27,387.33,236,0.8211,30,1348865,674432,1348845,1,0,0,0,1,nil,nil
9/7 10:00:30.989  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0000F9831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000179831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000179831C,Creature-0-4249-429-9259-11477-0004797A06,0,20,0,0,212,0,1,0,0,0,105.27,387.33,236,0.8211,30,1311898,655949,1311878,1,0,0,0,1,nil,nil
9/7 10:00:30.989  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000179831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000279831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000279831C,Creature-0-4249-429-9259-11477-0001797A05,0,20,0,0,212,0,1,0,0,0,111.25,388.84,236,2.8160,30,658039,658039,658019,1,0,0,0,nil,nil,nil
9/7 10:00:30.989  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000279831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:30.989  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0002F9831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:30.989  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0001F9831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:30.989  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0004F9831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:30.989  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000579831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:30.989  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-000579831C,"Cadaverous Worm",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14370-000579831C,Creature-0-4249-429-9259-11477-0000797A05,0,20,0,0,212,0,1,0,0,0,106.62,386.96,236,1.2107,30,1343648,671823,1343628,1,0,0,0,1,nil,nil
9/7 10:00:30.989  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0003F9831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:30.989  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000379831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:30.989  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000479831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000779831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000DF9831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000D79831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0006F9831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000CF9831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000C79831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0008F9831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000BF9831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000B79831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000979831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000AF9831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0007F9831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000A79831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0009F9831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:00:31.001  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-000879831C,"Cadaverous Worm",0xa48,0x0,0
9/7 10:02:07.475  SWING_DAMAGE_LANDED,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11473-0001797A06,"Eldreth Spectre",0x10a48,0x0,Creature-0-4249-429-9259-11473-0001797A06,0000000000000000,0,10175,0,0,212,0,0,4143,4143,0,5.68,400.95,236,5.8171,30,2174681,2213864,2164506,1,0,0,0,nil,nil,nil
9/7 10:02:07.475  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11473-0001797A06,"Eldreth Spectre",0x10a48,0x0,0
9/7 10:02:54.525  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11477-0003797A05,"Rotting Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11477-0003797A05,0000000000000000,0,2333,0,0,232,0,1,0,0,0,-92.21,380.29,236,1.0971,32,957186,957185,954853,1,0,0,0,nil,nil,nil
9/7 10:02:54.525  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11477-0001797A06,"Rotting Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11477-0001797A06,0000000000000000,0,2181,0,0,222,0,1,0,0,0,-90.37,395.93,236,6.0913,31,950742,950742,948561,1,0,0,0,nil,nil,nil
9/7 10:02:54.525  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11477-0000F97A06,"Rotting Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11477-0000F97A06,0000000000000000,0,2333,0,0,232,0,1,0,0,0,-80.70,380.29,236,1.8425,32,1890255,945127,1887922,1,0,0,0,1,nil,nil
9/7 10:02:54.525  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11476-0002797A06,"Skeletal Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11476-0002797A06,0000000000000000,0,1884,0,0,203,0,1,0,0,0,-81.70,403.15,236,4.3604,29,943639,943638,941755,1,0,0,0,nil,nil,nil
9/7 10:02:54.532  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11476-0002F97A06,"Skeletal Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11476-0002F97A06,0000000000000000,0,1884,0,0,203,0,1,0,0,0,-81.15,396.30,236,3.5283,29,959598,959598,957714,1,0,0,0,nil,nil,nil
9/7 10:02:54.532  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11477-0003F97A05,"Rotting Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11477-0003F97A05,0000000000000000,0,2333,0,0,232,0,1,0,0,0,-86.18,399.27,236,5.0236,32,1844073,922036,1841740,1,0,0,0,1,nil,nil
9/7 10:02:54.532  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11477-0002F97A06,"Rotting Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11477-0002F97A06,0000000000000000,0,2333,0,0,232,0,1,0,0,0,-92.79,387.47,236,0.7416,32,951977,951977,949644,1,0,0,0,nil,nil,nil
9/7 10:02:54.532  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11476-0001F97A06,"Skeletal Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11476-0001F97A06,0000000000000000,0,1884,0,0,203,0,1,0,0,0,-87.19,391.36,236,0.9587,29,1842118,921058,1840234,1,0,0,0,1,nil,nil
9/7 10:02:54.532  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11476-0001F97A05,"Skeletal Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11476-0001F97A05,0000000000000000,0,2035,0,0,212,0,1,0,0,0,-84.95,393.62,236,1.4428,30,954244,954243,952209,1,0,0,0,nil,nil,nil
9/7 10:02:54.532  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11476-0002797A05,"Skeletal Highborne",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11476-0002797A05,0000000000000000,0,2035,0,0,212,0,1,0,0,0,-90.75,404.47,236,5.2695,30,955816,955816,953781,1,0,0,0,nil,nil,nil
9/7 10:02:54.571  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11476-0002797A06,"Skeletal Highborne",0xa48,0x0,0
9/7 10:02:54.571  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11476-0002F97A06,"Skeletal Highborne",0xa48,0x0,0
9/7 10:02:54.571  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11476-0002797A05,"Skeletal Highborne",0xa48,0x0,0
9/7 10:02:54.571  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11477-0000F97A06,"Rotting Highborne",0xa48,0x0,0
